evaluation_id,model_version,eval_prompt_category,human_rating,synthetic_metric,cost_of_evaluation,evaluation_date,deployment_week
EVAL_029007,v1.1,Math/Logic,5,89.39,23.55,2024-05-27,8
EVAL_029008,v1.1,Creative Writing,5,85.31,31.8,2024-06-28,8
EVAL_029009,v1.1,General QA,5,90.01,18.13,2024-04-17,8
EVAL_029010,v1.1,Coding,3,86.05,27.05,2024-04-16,8
EVAL_029011,v1.1,Creative Writing,5,97.98,18.52,2024-06-25,8
EVAL_029012,v1.1,Scientific,4,87.15,30.32,2024-01-25,8
EVAL_029013,v1.1,Coding,4,86.55,20.19,2024-02-24,8
EVAL_029014,v1.1,Scientific,5,80.86,28.56,2024-01-13,8
EVAL_029015,v1.1,Coding,5,95.42,24.3,2024-01-09,8
EVAL_029016,v1.1,Coding,4,91.38,20.9,2024-05-09,8
EVAL_029017,v1.1,Scientific,4,87.42,22.97,2024-06-07,8
EVAL_029018,v1.1,Coding,5,94.93,24.96,2024-01-23,8
EVAL_029019,v1.1,Creative Writing,3,83.83,15.67,2024-05-21,8
EVAL_029020,v1.1,Math/Logic,4,78.63,30.51,2024-06-18,8
EVAL_029021,v1.1,Creative Writing,5,81.83,22.26,2024-03-20,8
EVAL_029022,v1.1,Math/Logic,5,100.0,29.38,2024-06-13,8
EVAL_029023,v1.1,Math/Logic,5,93.77,25.92,2024-04-28,8
EVAL_029024,v1.1,Coding,4,94.19,17.32,2024-03-13,8
EVAL_029025,v1.1,General QA,4,80.18,18.31,2024-02-04,8
EVAL_029026,v1.1,Creative Writing,5,89.62,22.93,2024-04-29,8
EVAL_029027,v1.1,General QA,4,83.4,29.2,2024-05-28,8
EVAL_029028,v1.1,Scientific,5,87.44,23.58,2024-01-14,8
EVAL_029029,v1.1,Math/Logic,5,99.9,22.85,2024-05-20,8
EVAL_029030,v1.1,Creative Writing,5,95.49,24.56,2024-05-12,8
EVAL_029031,v1.1,Coding,5,100.0,32.7,2024-01-14,8
EVAL_029032,v1.1,Creative Writing,5,100.0,22.22,2024-02-11,8
EVAL_029033,v1.1,Scientific,5,82.04,24.99,2024-03-08,8
EVAL_029034,v1.1,Scientific,5,94.78,26.75,2024-06-03,8
EVAL_029035,v1.1,Math/Logic,3,85.88,19.45,2024-05-05,8
EVAL_029036,v1.1,Scientific,4,81.61,24.06,2024-01-20,8
EVAL_029037,v1.1,Math/Logic,5,94.4,18.29,2024-06-11,8
EVAL_029038,v1.1,Creative Writing,5,93.22,23.89,2024-06-07,8
EVAL_029039,v1.1,Scientific,4,78.65,30.88,2024-02-03,8
EVAL_029040,v1.1,Coding,3,77.16,23.21,2024-06-19,8
EVAL_029041,v1.1,Creative Writing,5,72.28,30.85,2024-04-28,8
EVAL_029042,v1.1,General QA,5,88.41,23.77,2024-03-24,8
EVAL_029043,v1.1,General QA,5,96.59,29.11,2024-04-14,8
EVAL_029044,v1.1,General QA,5,92.1,28.21,2024-01-06,8
EVAL_029045,v1.1,Creative Writing,4,83.92,20.19,2024-02-18,8
EVAL_029046,v1.1,Creative Writing,5,89.1,26.91,2024-05-23,8
EVAL_029047,v1.1,Math/Logic,5,81.29,21.19,2024-01-31,8
EVAL_029048,v1.1,Scientific,5,77.04,18.95,2024-05-06,8
EVAL_029049,v1.1,Scientific,5,88.82,29.56,2024-01-29,8
EVAL_029050,v1.1,General QA,5,70.22,32.5,2024-06-28,8
EVAL_029051,v1.1,Scientific,4,82.99,28.06,2024-01-12,8
EVAL_029052,v1.1,Creative Writing,3,74.95,16.29,2024-04-02,8
EVAL_029053,v1.1,General QA,5,79.6,23.66,2024-06-24,8
EVAL_029054,v1.1,General QA,5,100.0,25.4,2024-02-08,8
EVAL_029055,v1.1,Math/Logic,5,86.95,20.17,2024-06-17,8
EVAL_029056,v1.1,Scientific,5,94.5,26.25,2024-02-24,8
EVAL_029057,v1.1,Math/Logic,4,90.72,18.82,2024-04-19,8
EVAL_029058,v1.1,General QA,5,91.4,29.52,2024-01-01,8
EVAL_029059,v1.1,Math/Logic,5,96.37,24.89,2024-04-24,8
EVAL_029060,v1.1,General QA,5,76.74,20.28,2024-05-09,8
EVAL_029061,v1.1,General QA,3,77.88,22.44,2024-01-19,8
EVAL_029062,v1.1,General QA,5,100.0,20.5,2024-02-12,8
EVAL_029063,v1.1,Coding,5,86.69,19.55,2024-02-09,8
EVAL_029064,v1.1,General QA,3,80.67,18.44,2024-05-23,8
EVAL_029065,v1.1,General QA,4,86.66,19.27,2024-05-25,8
EVAL_029066,v1.1,Scientific,4,82.94,21.57,2024-06-04,8
EVAL_029067,v1.1,Math/Logic,5,88.94,32.28,2024-03-31,8
EVAL_029068,v1.1,General QA,5,96.15,31.32,2024-04-07,8
EVAL_029069,v1.1,Scientific,5,91.31,21.66,2024-02-04,8
EVAL_029070,v1.1,Coding,5,77.58,21.01,2024-01-14,8
EVAL_029071,v1.1,Math/Logic,4,93.81,25.72,2024-02-25,8
EVAL_029072,v1.1,Scientific,3,84.79,26.13,2024-03-28,8
EVAL_029073,v1.1,Coding,4,80.53,23.13,2024-06-02,8
EVAL_029074,v1.1,Math/Logic,5,76.07,29.92,2024-03-21,8
EVAL_029075,v1.1,General QA,4,90.88,23.35,2024-02-02,8
EVAL_029076,v1.1,Math/Logic,4,83.12,25.49,2024-04-19,8
EVAL_029077,v1.1,General QA,5,80.27,31.9,2024-02-11,8
EVAL_029078,v1.1,General QA,5,84.02,32.27,2024-01-22,8
EVAL_029079,v1.1,Coding,5,98.54,19.99,2024-05-11,8
EVAL_029080,v1.1,Scientific,4,77.24,19.89,2024-04-20,8
EVAL_029081,v1.1,Scientific,4,74.9,21.49,2024-02-17,8
EVAL_029082,v1.1,Coding,5,100.0,25.84,2024-06-17,8
EVAL_029083,v1.1,Math/Logic,5,96.22,28.95,2024-02-25,8
EVAL_029084,v1.1,Creative Writing,3,76.05,28.05,2024-02-13,8
EVAL_029085,v1.1,Scientific,4,93.25,28.11,2024-03-18,8
EVAL_029086,v1.1,General QA,5,92.45,21.35,2024-03-05,8
EVAL_029087,v1.1,Scientific,4,93.9,21.7,2024-01-17,8
EVAL_029088,v1.1,Scientific,5,90.7,28.96,2024-05-25,8
EVAL_029089,v1.1,Creative Writing,5,100.0,23.31,2024-06-07,8
EVAL_029090,v1.1,Creative Writing,5,68.35,32.91,2024-06-16,8
EVAL_029091,v1.1,Math/Logic,4,81.5,24.85,2024-02-11,8
EVAL_029092,v1.1,Coding,5,100.0,19.19,2024-04-14,8
EVAL_029093,v1.1,Math/Logic,5,86.98,21.09,2024-03-16,8
EVAL_029094,v1.1,Creative Writing,5,96.3,21.34,2024-05-12,8
EVAL_029095,v1.1,General QA,4,75.72,22.96,2024-01-09,8
EVAL_029096,v1.1,General QA,4,100.0,16.87,2024-02-03,8
EVAL_029097,v1.1,Scientific,5,90.26,32.01,2024-03-20,8
EVAL_029098,v1.1,Coding,5,85.3,32.55,2024-06-10,8
EVAL_029099,v1.1,Coding,4,85.32,28.59,2024-03-29,8
EVAL_029100,v1.1,Scientific,4,89.72,23.32,2024-04-30,8
EVAL_029101,v1.1,Coding,5,88.27,20.78,2024-04-27,8
EVAL_029102,v1.1,Math/Logic,4,86.51,24.09,2024-02-10,8
EVAL_029103,v1.1,General QA,4,96.93,18.57,2024-01-06,8
EVAL_029104,v1.1,Coding,4,80.03,28.63,2024-05-05,8
EVAL_029105,v1.1,Scientific,5,86.23,26.73,2024-03-09,8
EVAL_029106,v1.1,Coding,5,88.5,19.66,2024-06-25,8
EVAL_029107,v1.1,Coding,5,98.5,24.79,2024-04-27,8
EVAL_029108,v1.1,Creative Writing,4,88.14,20.58,2024-06-14,8
EVAL_029109,v1.1,Scientific,3,79.88,24.19,2024-05-23,8
EVAL_029110,v1.1,Scientific,4,72.77,28.36,2024-01-02,8
EVAL_029111,v1.1,Coding,3,80.83,25.0,2024-04-19,8
EVAL_029112,v1.1,Math/Logic,5,90.48,31.49,2024-05-01,8
EVAL_029113,v1.1,Scientific,3,74.97,20.01,2024-01-29,8
EVAL_029114,v1.1,General QA,3,77.76,25.12,2024-02-14,8
EVAL_029115,v1.1,Math/Logic,5,91.07,28.76,2024-05-22,8
EVAL_029116,v1.1,Creative Writing,5,89.08,19.38,2024-02-22,8
EVAL_029117,v1.1,Math/Logic,4,98.87,21.22,2024-02-06,8
EVAL_029118,v1.1,Scientific,4,79.2,29.11,2024-05-18,8
EVAL_029119,v1.1,Creative Writing,4,92.19,28.08,2024-01-27,8
EVAL_029120,v1.1,General QA,5,95.06,19.19,2024-03-29,8
EVAL_029121,v1.1,Scientific,5,100.0,25.04,2024-03-12,8
EVAL_029122,v1.1,Math/Logic,4,100.0,23.97,2024-03-20,8
EVAL_029123,v1.1,General QA,4,96.27,21.77,2024-05-06,8
EVAL_029124,v1.1,Creative Writing,5,94.41,18.89,2024-03-28,8
EVAL_029125,v1.1,General QA,3,74.35,21.17,2024-04-30,8
EVAL_029126,v1.1,Creative Writing,5,100.0,25.02,2024-03-04,8
EVAL_029127,v1.1,Coding,3,82.79,23.1,2024-01-25,8
EVAL_029128,v1.1,Coding,4,74.84,25.0,2024-02-23,8
EVAL_029129,v1.1,Math/Logic,5,97.44,22.77,2024-04-12,8
EVAL_029130,v1.1,General QA,4,77.8,19.37,2024-05-12,8
EVAL_029131,v1.1,General QA,5,81.01,21.05,2024-03-17,8
EVAL_029132,v1.1,Coding,5,72.91,32.09,2024-03-12,8
EVAL_029133,v1.1,General QA,4,82.47,25.67,2024-05-31,8
EVAL_029134,v1.1,Scientific,4,92.42,28.66,2024-05-08,8
EVAL_029135,v1.1,Math/Logic,5,90.96,19.91,2024-04-26,8
EVAL_029136,v1.1,Math/Logic,4,86.77,25.63,2024-01-21,8
EVAL_029137,v1.1,Coding,4,90.26,20.33,2024-01-21,8
EVAL_029138,v1.1,General QA,5,91.77,27.24,2024-04-03,8
EVAL_029139,v1.1,General QA,4,89.71,24.13,2024-05-20,8
EVAL_029140,v1.1,Coding,4,79.04,22.58,2024-02-22,8
EVAL_029141,v1.1,Creative Writing,4,100.0,27.54,2024-05-13,8
EVAL_029142,v1.1,Scientific,4,76.38,22.52,2024-01-27,8
EVAL_029143,v1.1,Scientific,3,85.92,25.13,2024-04-02,8
EVAL_029144,v1.1,General QA,3,79.64,15.38,2024-04-05,8
EVAL_029145,v1.1,Coding,4,85.59,26.41,2024-02-02,8
EVAL_029146,v1.1,Coding,5,89.26,28.64,2024-06-21,8
EVAL_029147,v1.1,Creative Writing,4,73.99,19.98,2024-04-23,8
EVAL_029148,v1.1,Coding,5,89.18,21.46,2024-02-16,8
EVAL_029149,v1.1,General QA,5,90.02,20.77,2024-03-13,8
EVAL_029150,v1.1,Coding,5,82.08,28.77,2024-05-07,8
EVAL_029151,v1.1,Creative Writing,5,99.3,24.22,2024-05-26,8
EVAL_029152,v1.1,Coding,5,85.57,31.49,2024-03-03,8
EVAL_029153,v1.1,Creative Writing,5,93.82,22.1,2024-02-15,8
EVAL_029154,v1.1,Coding,5,100.0,28.27,2024-02-23,8
EVAL_029155,v1.1,Scientific,5,83.17,21.3,2024-01-18,8
EVAL_029156,v1.1,Creative Writing,4,81.08,20.83,2024-03-30,8
EVAL_029157,v1.1,Creative Writing,4,78.52,24.85,2024-06-17,8
EVAL_029158,v1.1,Scientific,5,73.69,29.4,2024-04-10,8
EVAL_029159,v1.1,Scientific,5,100.0,29.28,2024-03-12,8
EVAL_029160,v1.1,Scientific,4,97.08,18.93,2024-05-11,8
EVAL_029161,v1.1,Coding,5,85.81,23.04,2024-03-11,8
EVAL_029162,v1.1,Math/Logic,5,84.23,20.8,2024-04-11,8
EVAL_029163,v1.1,Math/Logic,4,79.35,16.37,2024-03-25,8
EVAL_029164,v1.1,Math/Logic,4,75.39,21.38,2024-02-13,8
EVAL_029165,v1.1,Creative Writing,5,100.0,22.58,2024-03-21,8
EVAL_029166,v1.1,General QA,5,96.43,29.09,2024-01-08,8
EVAL_029167,v1.1,Coding,5,94.96,31.04,2024-04-25,8
EVAL_029168,v1.1,Coding,5,77.38,29.83,2024-06-17,8
EVAL_029169,v1.1,Coding,5,93.62,20.85,2024-04-10,8
EVAL_029170,v1.1,Scientific,5,95.32,20.94,2024-02-25,8
EVAL_029171,v1.1,Scientific,5,95.2,20.93,2024-01-01,8
EVAL_029172,v1.1,General QA,4,74.07,25.19,2024-03-28,8
EVAL_029173,v1.1,Scientific,2,88.49,17.37,2024-02-06,8
EVAL_029174,v1.1,Scientific,5,89.29,31.67,2024-03-14,8
EVAL_029175,v1.1,Coding,4,77.81,20.68,2024-05-31,8
EVAL_029176,v1.1,Coding,4,100.0,25.58,2024-01-23,8
EVAL_029177,v1.1,Scientific,5,97.66,22.02,2024-02-26,8
EVAL_029178,v1.1,Math/Logic,5,90.99,29.42,2024-03-16,8
EVAL_029179,v1.1,General QA,4,87.01,28.74,2024-03-18,8
EVAL_029180,v1.1,Scientific,4,95.54,24.8,2024-06-16,8
EVAL_029181,v1.1,Creative Writing,5,95.64,18.48,2024-03-28,8
EVAL_029182,v1.1,Coding,5,78.65,25.35,2024-02-15,8
EVAL_029183,v1.1,Creative Writing,5,81.71,29.13,2024-05-07,8
EVAL_029184,v1.1,Math/Logic,5,90.1,19.42,2024-03-23,8
EVAL_029185,v1.1,Math/Logic,3,80.03,18.36,2024-06-07,8
EVAL_029186,v1.1,Scientific,4,71.49,28.92,2024-06-18,8
EVAL_029187,v1.1,Coding,5,90.98,24.81,2024-02-03,8
EVAL_029188,v1.1,General QA,3,83.46,18.57,2024-02-20,8
EVAL_029189,v1.1,Scientific,5,83.23,25.39,2024-04-07,8
EVAL_029190,v1.1,Creative Writing,5,100.0,22.84,2024-06-06,8
EVAL_029191,v1.1,General QA,3,75.4,17.84,2024-04-02,8
EVAL_029192,v1.1,General QA,4,94.02,25.79,2024-05-31,8
EVAL_029193,v1.1,Coding,4,94.98,28.15,2024-03-02,8
EVAL_029194,v1.1,Math/Logic,4,83.49,19.89,2024-06-20,8
EVAL_029195,v1.1,Coding,5,94.47,20.39,2024-03-15,8
EVAL_029196,v1.1,Scientific,5,96.82,28.31,2024-06-03,8
EVAL_029197,v1.1,Creative Writing,4,79.13,19.1,2024-01-18,8
EVAL_029198,v1.1,Coding,4,79.22,21.39,2024-04-11,8
EVAL_029199,v1.1,Creative Writing,5,98.79,22.13,2024-05-31,8
EVAL_029200,v1.1,Coding,3,96.14,25.04,2024-03-16,8
EVAL_029201,v1.1,Scientific,5,96.22,22.11,2024-04-08,8
EVAL_029202,v1.1,Math/Logic,5,85.09,25.63,2024-05-22,8
EVAL_029203,v1.1,Scientific,4,75.95,30.6,2024-03-13,8
EVAL_029204,v1.1,Coding,3,72.56,15.2,2024-05-07,8
EVAL_029205,v1.1,Math/Logic,3,63.78,28.64,2024-03-18,8
EVAL_029206,v1.1,Creative Writing,4,91.44,28.52,2024-06-14,8
EVAL_029207,v1.1,Coding,5,88.03,18.16,2024-04-20,8
EVAL_029208,v1.1,Coding,5,93.91,30.83,2024-04-19,8
EVAL_029209,v1.1,Scientific,4,92.18,24.13,2024-02-17,8
EVAL_029210,v1.1,Coding,4,88.39,17.39,2024-05-01,8
EVAL_029211,v1.1,Creative Writing,5,98.38,19.46,2024-06-23,8
EVAL_029212,v1.1,Scientific,3,75.62,18.68,2024-01-14,8
EVAL_029213,v1.1,Scientific,4,95.26,16.14,2024-03-05,8
EVAL_029214,v1.1,General QA,5,100.0,18.04,2024-03-06,8
EVAL_029215,v1.1,Coding,5,97.67,19.88,2024-04-21,8
EVAL_029216,v1.1,Coding,5,100.0,19.9,2024-04-02,8
EVAL_029217,v1.1,General QA,5,100.0,20.18,2024-02-09,8
EVAL_029218,v1.1,Coding,5,85.96,30.22,2024-01-09,8
EVAL_029219,v1.1,Scientific,5,75.46,20.68,2024-06-24,8
EVAL_029220,v1.1,Coding,4,92.06,29.41,2024-06-22,8
EVAL_029221,v1.1,Creative Writing,3,83.12,24.37,2024-06-27,8
EVAL_029222,v1.1,Creative Writing,4,100.0,18.59,2024-01-11,8
EVAL_029223,v1.1,Math/Logic,4,72.75,29.36,2024-05-27,8
EVAL_029224,v1.1,Coding,4,83.1,16.21,2024-05-06,8
EVAL_029225,v1.1,Coding,4,79.99,19.2,2024-04-02,8
EVAL_029226,v1.1,Coding,4,81.83,21.83,2024-01-11,8
EVAL_029227,v1.1,Creative Writing,5,88.71,24.23,2024-02-10,8
EVAL_029228,v1.1,Math/Logic,5,90.32,25.91,2024-05-05,8
EVAL_029229,v1.1,General QA,3,82.14,16.59,2024-02-07,8
EVAL_029230,v1.1,Scientific,5,92.43,21.53,2024-02-05,8
EVAL_029231,v1.1,Math/Logic,4,78.07,24.06,2024-02-01,8
EVAL_029232,v1.1,Scientific,5,95.28,29.32,2024-01-03,8
EVAL_029233,v1.1,Creative Writing,4,94.89,27.94,2024-02-01,8
EVAL_029234,v1.1,Math/Logic,5,85.51,31.53,2024-03-01,8
EVAL_029235,v1.1,Scientific,4,82.31,29.68,2024-04-03,8
EVAL_029236,v1.1,Coding,3,68.36,14.22,2024-01-16,8
EVAL_029237,v1.1,Coding,4,85.95,22.74,2024-03-28,8
EVAL_029238,v1.1,Coding,5,95.26,21.29,2024-05-04,8
EVAL_029239,v1.1,General QA,5,88.49,19.45,2024-03-21,8
EVAL_029240,v1.1,Creative Writing,5,95.52,21.92,2024-06-21,8
EVAL_029241,v1.1,Coding,4,85.7,22.78,2024-05-02,8
EVAL_029242,v1.1,Coding,5,98.91,26.99,2024-01-09,8
EVAL_029243,v1.1,General QA,4,87.61,18.76,2024-02-07,8
EVAL_029244,v1.1,General QA,4,98.07,18.1,2024-02-06,8
EVAL_029245,v1.1,Coding,3,80.06,19.44,2024-01-24,8
EVAL_029246,v1.1,Coding,5,91.88,20.15,2024-01-25,8
EVAL_029247,v1.1,Creative Writing,3,74.32,26.54,2024-03-26,8
EVAL_029248,v1.1,Creative Writing,4,86.53,27.12,2024-05-20,8
EVAL_029249,v1.1,Coding,3,85.82,28.78,2024-01-25,8
EVAL_029250,v1.1,Scientific,4,74.79,20.15,2024-05-20,8
EVAL_029251,v1.1,Creative Writing,5,89.3,19.82,2024-06-21,8
EVAL_029252,v1.1,Coding,5,82.55,26.22,2024-04-24,8
EVAL_029253,v1.1,Coding,5,88.31,24.67,2024-03-05,8
EVAL_029254,v1.1,Creative Writing,3,80.39,17.96,2024-06-06,8
EVAL_029255,v1.1,Creative Writing,5,92.98,29.45,2024-02-14,8
EVAL_029256,v1.1,Math/Logic,4,82.71,29.04,2024-03-02,8
EVAL_029257,v1.1,Creative Writing,4,76.91,21.75,2024-05-24,8
EVAL_029258,v1.1,General QA,5,92.72,25.71,2024-04-15,8
EVAL_029259,v1.1,Creative Writing,5,94.54,28.42,2024-05-17,8
EVAL_029260,v1.1,Coding,5,87.88,21.92,2024-02-06,8
EVAL_029261,v1.1,Creative Writing,5,82.29,32.76,2024-05-30,8
EVAL_029262,v1.1,Creative Writing,5,100.0,21.27,2024-01-08,8
EVAL_029263,v1.1,General QA,5,100.0,30.54,2024-02-12,8
EVAL_029264,v1.1,Coding,5,97.64,21.87,2024-04-11,8
EVAL_029265,v1.1,Coding,4,86.16,22.41,2024-03-13,8
EVAL_029266,v1.1,Creative Writing,4,84.12,25.53,2024-04-03,8
EVAL_029267,v1.1,General QA,4,90.5,26.17,2024-01-06,8
EVAL_029268,v1.1,Creative Writing,4,88.7,29.34,2024-04-30,8
EVAL_029269,v1.1,Coding,3,76.94,19.54,2024-02-25,8
EVAL_029270,v1.1,Math/Logic,5,89.23,27.61,2024-01-04,8
EVAL_029271,v1.1,Math/Logic,5,97.18,27.09,2024-04-13,8
EVAL_029272,v1.1,Scientific,2,78.3,15.87,2024-03-11,8
EVAL_029273,v1.1,General QA,3,88.81,20.4,2024-02-03,8
EVAL_029274,v1.1,Coding,4,81.03,22.24,2024-04-08,8
EVAL_029275,v1.1,Math/Logic,5,77.21,30.72,2024-01-24,8
EVAL_029276,v1.1,Coding,5,84.0,20.96,2024-03-26,8
EVAL_029277,v1.1,Math/Logic,5,79.22,28.03,2024-06-01,8
EVAL_029278,v1.1,Coding,3,83.85,28.6,2024-01-06,8
EVAL_029279,v1.1,Creative Writing,4,70.67,30.55,2024-02-06,8
EVAL_029280,v1.1,Math/Logic,5,83.51,31.63,2024-02-28,8
EVAL_029281,v1.1,Coding,4,80.29,30.63,2024-01-03,8
EVAL_029282,v1.1,Math/Logic,4,88.02,28.95,2024-06-02,8
EVAL_029283,v1.1,Creative Writing,4,92.72,29.46,2024-05-03,8
EVAL_029284,v1.1,Coding,5,95.0,24.71,2024-02-21,8
EVAL_029285,v1.1,General QA,4,82.15,16.05,2024-01-20,8
EVAL_029286,v1.1,Creative Writing,5,97.21,24.71,2024-06-16,8
EVAL_029287,v1.1,Scientific,5,100.0,24.14,2024-05-02,8
EVAL_029288,v1.1,Creative Writing,3,84.3,23.57,2024-04-11,8
EVAL_029289,v1.1,Math/Logic,3,78.15,20.4,2024-01-03,8
EVAL_029290,v1.1,Creative Writing,5,86.47,29.76,2024-05-17,8
EVAL_029291,v1.1,Coding,3,82.36,24.56,2024-04-29,8
EVAL_029292,v1.1,General QA,4,91.47,25.55,2024-04-05,8
EVAL_029293,v1.1,Math/Logic,4,77.91,24.2,2024-05-13,8
EVAL_029294,v1.1,Math/Logic,5,99.06,23.01,2024-01-23,8
EVAL_029295,v1.1,Scientific,5,88.15,21.04,2024-06-26,8
EVAL_029296,v1.1,Creative Writing,5,95.06,19.89,2024-03-14,8
EVAL_029297,v1.1,General QA,3,84.89,25.13,2024-05-09,8
EVAL_029298,v1.1,Math/Logic,3,74.04,15.13,2024-02-21,8
EVAL_029299,v1.1,Creative Writing,3,76.38,19.37,2024-02-08,8
EVAL_029300,v1.1,Creative Writing,3,90.49,18.51,2024-02-25,8
EVAL_029301,v1.1,Coding,5,87.3,29.52,2024-03-08,8
EVAL_029302,v1.1,Scientific,5,100.0,24.24,2024-02-09,8
EVAL_029303,v1.1,Coding,5,94.95,28.5,2024-03-17,8
EVAL_029304,v1.1,Math/Logic,3,78.35,25.06,2024-06-04,8
EVAL_029305,v1.1,Coding,5,100.0,22.07,2024-05-07,8
EVAL_029306,v1.1,Coding,5,96.96,28.21,2024-05-11,8
EVAL_029307,v1.1,Math/Logic,4,88.57,21.82,2024-03-13,8
EVAL_029308,v1.1,Creative Writing,5,93.94,24.55,2024-06-28,8
EVAL_029309,v1.1,Creative Writing,3,92.3,25.36,2024-01-01,8
EVAL_029310,v1.1,General QA,3,79.08,20.63,2024-03-01,8
EVAL_029311,v1.1,Scientific,4,77.2,19.23,2024-01-29,8
EVAL_029312,v1.1,Math/Logic,4,72.01,17.65,2024-05-24,8
EVAL_029313,v1.1,General QA,3,84.71,16.05,2024-06-21,8
EVAL_029314,v1.1,Scientific,3,71.04,28.41,2024-06-14,8
EVAL_029315,v1.1,Scientific,3,76.77,16.63,2024-05-20,8
EVAL_029316,v1.1,Coding,4,100.0,19.9,2024-05-12,8
EVAL_029317,v1.1,Creative Writing,5,85.8,20.02,2024-04-13,8
EVAL_029318,v1.1,Math/Logic,5,94.95,28.67,2024-06-13,8
EVAL_029319,v1.1,Scientific,4,81.41,30.6,2024-05-06,8
EVAL_029320,v1.1,Coding,4,93.88,23.05,2024-05-09,8
EVAL_029321,v1.1,Coding,3,82.82,23.35,2024-01-13,8
EVAL_029322,v1.1,Scientific,5,100.0,26.82,2024-01-16,8
EVAL_029323,v1.1,Scientific,5,88.8,30.95,2024-01-10,8
EVAL_029324,v1.1,General QA,5,87.51,29.06,2024-04-17,8
EVAL_029325,v1.1,Scientific,4,70.2,20.87,2024-06-20,8
EVAL_029326,v1.1,Math/Logic,4,80.87,28.45,2024-04-28,8
EVAL_029327,v1.1,General QA,4,78.92,19.71,2024-04-13,8
EVAL_029328,v1.1,Creative Writing,5,94.84,31.24,2024-05-23,8
EVAL_029329,v1.1,General QA,5,99.41,23.02,2024-02-14,8
EVAL_029330,v1.1,General QA,4,78.91,24.91,2024-02-05,8
EVAL_029331,v1.1,Scientific,4,89.29,22.74,2024-01-16,8
EVAL_029332,v1.1,Scientific,4,94.85,18.54,2024-01-02,8
EVAL_029333,v1.1,Scientific,5,96.05,28.82,2024-03-16,8
EVAL_029334,v1.1,Creative Writing,4,83.23,21.95,2024-03-03,8
EVAL_029335,v1.1,General QA,5,88.72,21.15,2024-02-16,8
EVAL_029336,v1.1,Scientific,4,86.59,22.22,2024-04-29,8
EVAL_029337,v1.1,Scientific,4,84.18,28.48,2024-01-04,8
EVAL_029338,v1.1,General QA,3,82.32,19.41,2024-01-18,8
EVAL_029339,v1.1,Scientific,5,94.14,18.07,2024-03-18,8
EVAL_029340,v1.1,Math/Logic,5,70.96,27.73,2024-03-19,8
EVAL_029341,v1.1,Coding,4,73.47,23.73,2024-05-14,8
EVAL_029342,v1.1,Scientific,5,89.37,27.63,2024-03-01,8
EVAL_029343,v1.1,Math/Logic,4,82.38,20.84,2024-04-28,8
EVAL_029344,v1.1,Math/Logic,5,99.38,27.17,2024-02-27,8
EVAL_029345,v1.1,Coding,5,89.86,23.45,2024-04-30,8
EVAL_029346,v1.1,Creative Writing,5,87.82,29.2,2024-06-04,8
EVAL_029347,v1.1,Creative Writing,5,85.9,20.19,2024-05-06,8
EVAL_029348,v1.1,Coding,5,93.46,31.35,2024-06-07,8
EVAL_029349,v1.1,General QA,5,88.95,28.89,2024-01-23,8
EVAL_029350,v1.1,Creative Writing,3,75.1,25.97,2024-02-12,8
EVAL_029351,v1.1,Creative Writing,5,100.0,23.73,2024-06-26,8
EVAL_029352,v1.1,Scientific,5,83.39,26.39,2024-03-31,8
EVAL_029353,v1.1,Coding,4,90.28,17.91,2024-02-29,8
EVAL_029354,v1.1,Scientific,3,100.0,22.99,2024-06-17,8
EVAL_029355,v1.1,Scientific,5,100.0,31.73,2024-01-11,8
EVAL_029356,v1.1,General QA,4,95.31,16.59,2024-01-04,8
EVAL_029357,v1.1,Scientific,3,91.62,16.59,2024-01-11,8
EVAL_029358,v1.1,General QA,5,97.06,24.88,2024-05-31,8
EVAL_029359,v1.1,Creative Writing,5,82.14,20.75,2024-06-06,8
EVAL_029360,v1.1,Creative Writing,3,79.68,15.95,2024-05-04,8
EVAL_029361,v1.1,Creative Writing,4,80.04,29.29,2024-04-21,8
EVAL_029362,v1.1,Math/Logic,5,88.36,20.19,2024-04-27,8
EVAL_029363,v1.1,General QA,5,92.75,20.31,2024-06-12,8
EVAL_029364,v1.1,Coding,5,99.68,32.28,2024-02-19,8
EVAL_029365,v1.1,Coding,4,82.1,28.38,2024-05-22,8
EVAL_029366,v1.1,General QA,4,78.57,26.71,2024-06-11,8
EVAL_029367,v1.1,General QA,5,94.33,31.98,2024-01-23,8
EVAL_029368,v1.1,Scientific,5,88.32,27.82,2024-04-19,8
EVAL_029369,v1.1,Creative Writing,5,70.52,30.0,2024-03-15,8
EVAL_029370,v1.1,Math/Logic,4,82.69,21.89,2024-01-08,8
EVAL_029371,v1.1,Creative Writing,4,74.58,29.96,2024-06-11,8
EVAL_029372,v1.1,Creative Writing,4,91.6,19.29,2024-02-23,8
EVAL_029373,v1.1,Scientific,5,100.0,18.94,2024-04-03,8
EVAL_029374,v1.1,Coding,4,90.38,19.61,2024-03-25,8
EVAL_029375,v1.1,Coding,5,83.83,31.6,2024-03-03,8
EVAL_029376,v1.1,Scientific,4,80.81,27.02,2024-02-22,8
EVAL_029377,v1.1,General QA,5,80.52,21.45,2024-02-18,8
EVAL_029378,v1.1,Scientific,5,86.53,29.17,2024-04-25,8
EVAL_029379,v1.1,Coding,4,73.34,17.95,2024-05-09,8
